DATE_TIME,TEMPERATURE,HUMIDITY,WIND,PRECIPITATION
3/28/2021 11:00,13.79603,51.97138,2.89828,0
3/28/2021 12:00,14.00102,51.42571,2.84347,0
3/28/2021 13:00,14.20786,49.83161,2.79429,0
3/28/2021 14:00,14.53534,46.45293,2.10655,0
3/28/2021 15:00,14.11831,48.15475,1.51712,0
3/28/2021 16:00,12.55241,54.37034,1.1369,0
3/28/2021 17:00,11.4535,57.722,1.00883,0
3/28/2021 18:00,10.44509,68.52792,0.95849,0
3/28/2021 19:00,9.9439,75.40814,0.85746,0
3/28/2021 20:00,9.65362,80.89017,0.9331,0
3/28/2021 21:00,9.315,85.79828,0.69948,0
3/28/2021 22:00,10.19737,79.85667,0.77596,0
3/28/2021 23:00,10.48967,83.79833,0.5145,0
3/29/2021 0:00,10.61182,88.17818,0.93127,0.17764
3/29/2021 1:00,10.29262,93.60328,0.81738,0.23393
3/29/2021 2:00,10.2282,87.8,3.7892,0.056
3/29/2021 3:00,9.76153,84.38814,3.81678,0
3/29/2021 4:00,9.50039,86.27451,3.55588,0.00745
3/29/2021 5:00,9.47466,86.29828,3.10655,0.08207
3/29/2021 6:00,9.818,82.876,3.442,0.042
3/29/2021 7:00,10.70263,75.63281,3.22333,0
3/29/2021 8:00,11.74633,64.697,3.45533,0
3/29/2021 9:00,11.64931,61.35172,4.03483,0
3/29/2021 10:00,12.16185,59.07426,3.28852,0
3/29/2021 11:00,12.87119,53.72898,3.01678,0
3/29/2021 12:00,13.3051,53.20102,3.09653,0
3/29/2021 13:00,13.3765,44.9195,2.96867,0
3/29/2021 14:00,13.14817,41.60783,3.13533,0
3/29/2021 15:00,12.41407,39.45746,3.0561,0
3/29/2021 16:00,11.29517,47.43276,3.19207,0.00259
3/29/2021 17:00,10.73767,49.25917,1.922,0
3/29/2021 18:00,10.27792,48.9325,1.56167,0
3/29/2021 19:00,10.17419,48.17581,1.32355,0
3/29/2021 20:00,8.99333,51.15098,0.98216,0
3/29/2021 21:00,8.44317,53.927,0.63717,0
3/29/2021 22:00,7.50132,59.43571,0.95625,0
3/29/2021 23:00,7.22142,63.83492,0.70525,0
3/30/2021 0:00,6.87611,65.25943,0,0
3/30/2021 1:00,6.69837,65.36254,0,0
3/30/2021 2:00,6.72492,64.27981,0,0
3/30/2021 3:00,7.85326,61.15836,0.37246,0.02689
3/30/2021 4:00,8.58673,64.99442,3.01615,0.03808
3/30/2021 5:00,8.64388,78.22857,2.63612,0.16694
3/30/2021 6:00,6.75094,85.94615,2.36269,0.26423
3/30/2021 7:00,6.98847,91.13256,2.57209,0.23116
3/30/2021 8:00,8.31993,87.10667,4.51578,0.03244
3/30/2021 9:00,9.15618,78.60176,5.50176,0.03912
3/30/2021 10:00,8.94738,80.49405,4.93762,0.20476
3/30/2021 11:00,9.02644,81.29822,5.30511,0.20111
3/30/2021 12:00,9.06098,83.63863,3.92569,0.21
3/30/2021 13:00,9.78042,73.58125,4.61667,0
3/30/2021 14:00,9.70896,70.48521,4.4,0
3/30/2021 15:00,9.195,72.344,3.70333,0
3/30/2021 16:00,8.90222,73.26622,3.56111,0
3/30/2021 17:00,8.57302,78.00372,0.75651,0
3/30/2021 18:00,8.31975,84.0375,0,0.18786
3/30/2021 19:00,7.64264,89.84407,0,0.15424
3/30/2021 20:00,7.71058,89.1339,0,0
3/30/2021 21:00,7.64788,88.33333,0,0
3/30/2021 22:00,7.474,87.6,0,0
3/31/2021 0:00,7.84889,86.06364,0,0
3/31/2021 1:00,8.02,85,0,0
3/31/2021 2:00,8.02,85.7,0,0
3/31/2021 8:00,10.06,74.30333,2.64667,0
3/31/2021 10:00,10.19,71.94,4.45,0
3/31/2021 14:00,9.75636,70.32364,5.22818,0
3/31/2021 22:00,6.56218,76.97,0,0
